Name,Author,User Rating,Reviews,Price,Year,Genre,Genre_encoded,Reviews_log,Title_length
"The Lost Hero (Heroes of Olympus, Book 1)",Rick Riordan,4.8,4506,14,2010,Fiction,1,8.413387022690648,41
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2017,Non Fiction,0,8.923857580099885,62
The Fault in Our Stars,John Green,4.7,50482,13,2014,Fiction,1,10.829391924926254,22
"The Red Pyramid (The Kane Chronicles, Book 1)",Rick Riordan,4.6,2186,12,2010,Fiction,1,7.690286020676768,45
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2013,Non Fiction,0,8.073402968986406,51
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,2314,22,2011,Non Fiction,0,7.747164966520335,59
The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,4.4,3503,9,2009,Non Fiction,0,8.161660452056282,62
The Love Dare,Stephen Kendrick,4.8,1655,13,2009,Non Fiction,0,7.412160334945205,13
The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,4.4,10559,2,2010,Fiction,1,9.264828557260252,51
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5594,5,2013,Fiction,1,8.629628620746026,97
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2015,Non Fiction,0,9.882110686776542,73
The Going-To-Bed Book,Sandra Boynton,4.8,5249,5,2017,Fiction,1,8.565983355585669,21
The Lost Symbol,Dan Brown,4.2,8747,19,2009,Fiction,1,9.076580381796658,15
Women Food and God: An Unexpected Path to Almost Everything,Geneen Roth,4.2,1302,11,2010,Non Fiction,0,7.172424577124845,59
The Amateur,Edward Klein,4.6,2580,9,2012,Non Fiction,0,7.855932199718614,11
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,14,2016,Non Fiction,0,9.65033572298117,59
The Silent Patient,Alex Michaelides,4.5,27536,14,2019,Fiction,1,10.2232858338872,18
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2014,Fiction,1,9.991269465919661,25
The 5000 Year Leap,W. Cleon Skousen,4.8,1680,12,2009,Non Fiction,0,7.427144133408616,18
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2013,Fiction,1,9.360224821513475,16
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,7,2019,Non Fiction,0,9.183791036742646,60
The Big Short: Inside the Doomsday Machine,Michael Lewis,4.7,3536,17,2010,Non Fiction,0,8.17103418920548,42
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2018,Fiction,1,9.086815885690685,14
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,4,2015,Non Fiction,0,8.852378886511985,29
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,44174,8,2020,Non Fiction,0,10.695914297187898,51
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,20,2012,Non Fiction,0,9.211339872309265,65
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2013,Fiction,1,9.991269465919661,25
Giraffes Can't Dance,Giles Andreae,4.8,14038,4,2015,Fiction,1,9.549594449971952,20
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,12,2019,Non Fiction,0,8.94389780251682,80
The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876,21,2012,Non Fiction,0,7.964503363551548,46
Mockingjay (The Hunger Games),Suzanne Collins,4.5,26741,8,2012,Fiction,1,10.193990642174612,29
Little Fires Everywhere,Celeste Ng,4.5,43514,10,2020,Fiction,1,10.680860985223614,23
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie KondÅ,4.5,22641,11,2019,Non Fiction,0,10.027561867638054,86
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,803,9,2009,Non Fiction,0,6.6895992691789665,73
Gone Girl,Gillian Flynn,4.0,57271,10,2012,Fiction,1,10.955567127076021,9
What Should Danny Do?,Adir Levy,4.8,14705,13,2020,Fiction,1,9.596010852756168,21
StrengthsFinder 2.0,Gallup,4.0,5069,17,2014,Non Fiction,0,8.531096096585228,19
Untamed,Glennon Doyle,4.8,41567,15,2020,Non Fiction,0,10.635085919470326,7
What to Expect When You're Expecting,Heidi Murkoff,4.4,3341,9,2011,Non Fiction,0,8.114324709155339,36
First 100 Words,Roger Priddy,4.7,17323,4,2018,Non Fiction,0,9.759848102334518,15
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2013,Fiction,1,9.880577100953023,27
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289,9,2012,Non Fiction,0,9.136693831807884,36
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2011,Non Fiction,0,8.148445666243235,64
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2019,Non Fiction,0,10.184560331647974,86
Catching Fire (The Hunger Games),Suzanne Collins,4.7,22614,11,2011,Fiction,1,10.026368681911944,32
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,4.4,4571,21,2011,Non Fiction,0,8.427706024914702,80
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,4.6,1651,15,2010,Non Fiction,0,7.409741954080923,61
StrengthsFinder 2.0,Gallup,4.0,5069,17,2012,Non Fiction,0,8.531096096585228,19
Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,David Zinczenko,4.5,720,1,2009,Non Fiction,0,6.580639137284949,79
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2012,Non Fiction,0,8.059592328887545,60
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Bill O'Reilly,4.7,9342,10,2012,Non Fiction,0,9.142382678792956,105
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D. ,4.6,94196,17,2020,Non Fiction,0,11.453143612923565,79
Howard Stern Comes Again,Howard Stern,4.3,5272,16,2019,Non Fiction,0,8.57035473953047,24
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve Harvey,4.6,5013,17,2009,Non Fiction,0,8.519989278718239,108
Born to Run,Bruce Springsteen,4.7,3729,18,2016,Non Fiction,0,8.224163512637862,11
Barefoot Contessa Foolproof: Recipes You Can Trust: A Cookbook,Ina Garten,4.8,1296,24,2012,Non Fiction,0,7.167809184316444,62
Inferno,Dan Brown,4.1,29651,14,2013,Fiction,1,10.29728485577661,7
Guts,Raina Telgemeier,4.8,5476,7,2019,Non Fiction,0,8.608312784783722,4
True Compass: A Memoir,Edward M. Kennedy,4.5,438,15,2009,Non Fiction,0,6.0844994130751715,22
"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247,10,2012,Fiction,1,8.740016691519521,46
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,10,2016,Non Fiction,0,8.620291149419804,38
Wonder,R. J. Palacio,4.8,21625,9,2014,Fiction,1,9.981651573505482,6
Fahrenheit 451,Ray Bradbury,4.6,10721,8,2018,Fiction,1,9.280052984387483,14
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4022,4,2015,Non Fiction,0,8.299783171949787,59
Olive Kitteridge,Elizabeth Strout,4.2,4519,12,2009,Fiction,1,8.416267272826277,16
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2015,Fiction,1,9.880577100953023,27
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2017,Non Fiction,0,10.05659483106667,81
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,2017,Fiction,1,9.087381464575735,32
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,8,2014,Non Fiction,0,9.882110686776542,73
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2014,Non Fiction,0,10.298026520510739,70
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,18,2019,Non Fiction,0,9.6955404481032,49
If Animals Kissed Good Night,Ann Whitford Paul,4.5,39063,4,2020,Fiction,1,10.572956605741496,28
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers, Workman Publishing,4.8,12643,9,2020,Fiction,1,9.444938073335509,108
Little Fires Everywhere,Celeste Ng,4.5,25706,12,2018,Fiction,1,10.154518607337229,23
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2012,Non Fiction,0,8.354203562921775,44
StrengthsFinder 2.0,Gallup,4.0,5069,17,2011,Non Fiction,0,8.531096096585228,19
The Girl Who Played with Fire (Millennium Series),Stieg Larsson,4.7,7251,9,2010,Fiction,1,8.889032571874742,49
The Litigators,John Grisham,4.4,6222,18,2011,Fiction,1,8.736007384569218,14
PokÃ©mon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon,Scholastic,4.7,3503,9,2016,Fiction,1,8.161660452056282,89
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,6,2012,Non Fiction,0,8.922391597295857,79
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665,12,2019,Non Fiction,0,8.9445502459405,66
Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616,10,2013,Non Fiction,0,9.519074291124575,60
The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz ,4.7,45368,6,2020,Non Fiction,0,10.722584331418851,58
Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.8,47265,14,2012,Fiction,1,10.763546499940231,88
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,11,2019,Non Fiction,0,8.970432074329242,103
Rage,Bob Woodward,4.7,27788,15,2020,Non Fiction,0,10.232395537922137,4
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,11,2017,Non Fiction,0,9.230142999272362,76
Wonder,R. J. Palacio,4.8,21625,9,2015,Fiction,1,9.981651573505482,6
Inheritance: Book IV (Inheritance Cycle),Christopher Paolini,4.6,5299,20,2011,Fiction,1,8.575462099540212,40
Fifty Shades Darker,E L James,4.4,23631,7,2012,Fiction,1,10.07035700477116,19
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,4.4,637,20,2010,Non Fiction,0,6.45833828334479,77
Milk and Honey,Rupi Kaur,4.7,17739,8,2016,Non Fiction,0,9.78357725586357,14
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,2016,Fiction,1,9.298625936843543,30
The Mueller Report,The Washington Post,4.6,2744,12,2019,Non Fiction,0,7.917536353943631,18
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.7,1542,14,2009,Non Fiction,0,7.341483852363161,43
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113,15,2015,Non Fiction,0,9.315960853839867,50
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795,21,2012,Non Fiction,0,9.286930974137896,61
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,20,2019,Non Fiction,0,8.962263554116761,61
The Casual Vacancy,J.K. Rowling,3.3,9372,12,2012,Fiction,1,9.145588494746486,18
"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6132,13,2013,Non Fiction,0,8.721439305625983,42
Good to Great: Why Some Companies Make the Leap and Others Don't,Jim Collins,4.5,3457,14,2012,Non Fiction,0,8.148445666243235,64
Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,1909,11,2015,Non Fiction,0,7.554858521040676,40
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2009,Non Fiction,0,8.107720061910534,76
Obama: An Intimate Portrait,Pete Souza,4.9,3192,22,2017,Non Fiction,0,8.068716192714781,27
Radical: Taking Back Your Faith from the American Dream,David Platt,4.7,1985,9,2010,Non Fiction,0,7.593877844605118,55
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,14,2013,Fiction,1,8.851233902846035,46
StrengthsFinder 2.0,Gallup,4.0,5069,17,2017,Non Fiction,0,8.531096096585228,19
The President Is Missing: A Novel,James Patterson,4.3,10191,18,2018,Fiction,1,9.229358377811945,33
Humans of New York : Stories,Brandon Stanton,4.9,2812,17,2015,Non Fiction,0,7.9420068084898565,28
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247,13,2011,Non Fiction,0,8.354203562921775,44
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,2019,Fiction,1,9.149953221961088,44
"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,7038,7,2012,Fiction,1,8.85922139360813,95
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,5,2017,Fiction,1,9.298625936843543,30
Goodnight Moon,Margaret Wise Brown,4.8,8837,5,2017,Fiction,1,9.086815885690685,14
Gone Girl,Gillian Flynn,4.0,57271,10,2013,Fiction,1,10.955567127076021,9
The Vanishing Half,Brit Bennett,4.4,42235,16,2020,Fiction,1,10.651028216926404,18
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,8,2016,Fiction,1,10.07949756671628,25
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,12,2015,Non Fiction,0,10.058737627806687,94
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2011,Non Fiction,0,8.073402968986406,51
Decision Points,George W. Bush,4.6,2137,17,2010,Non Fiction,0,7.6676260915849905,15
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,28,2014,Non Fiction,0,8.154212694914229,51
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,2925,6,2015,Non Fiction,0,7.98139158158007,52
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,11,2016,Non Fiction,0,10.126711100650509,37
Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,4.6,10369,4,2016,Non Fiction,0,9.246672301223573,78
The Hunger Games,Suzanne Collins,4.7,32122,14,2010,Fiction,1,10.377327563450146,16
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927,6,2014,Non Fiction,0,9.29908358181057,107
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,20485,9,2020,Non Fiction,0,9.92749700499648,60
Milk and Honey,Rupi Kaur,4.7,17739,8,2017,Non Fiction,0,9.78357725586357,14
The Paris Wife: A Novel,Paula McLain,4.3,3759,16,2011,Fiction,1,8.23217423638394,23
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,6,2019,Fiction,1,9.146654820290049,38
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,3871,5,2015,Non Fiction,0,8.261526448396468,50
American Dirt (Oprah's Book Club),Jeanine Cummins,4.6,41716,17,2020,Fiction,1,10.638663998571394,33
The Elegance of the Hedgehog,Muriel Barbery,4.0,1859,11,2009,Fiction,1,7.528331766707247,28
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,8,2017,Fiction,1,9.991269465919661,25
Looking for Alaska,John Green,4.5,8491,7,2014,Fiction,1,9.046879822823147,18
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,20,2014,Non Fiction,0,7.234898420314831,43
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Timothy Ferriss,4.3,4587,21,2011,Non Fiction,0,8.431199478249262,92
Greenlights,Matthew McConaughey,4.7,26740,18,2020,Non Fiction,0,10.193953247114495,11
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2017,Fiction,1,9.740439071085758,38
Wacky Waving Inflatable Tube Guy,Conor Riordan ,4.0,25510,7,2020,Fiction,1,10.146865010681147,32
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,4.3,3319,11,2010,Non Fiction,0,8.107720061910534,76
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,15,2013,Non Fiction,0,8.858652969548489,83
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,12879,14,2020,Non Fiction,0,9.463430999658344,59
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,8,2017,Non Fiction,0,10.14858827120238,51
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,6,2016,Non Fiction,0,10.05659483106667,81
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Readingâ€¦",School Zone,4.8,23047,6,2018,Non Fiction,0,10.045334276764365,121
What Happened,Hillary Rodham Clinton,4.6,5492,18,2017,Non Fiction,0,8.61122983334262,13
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,16,2015,Non Fiction,0,8.923857580099885,62
Leonardo da Vinci,Walter Isaacson,4.5,3014,21,2017,Non Fiction,0,8.011355109161286,17
Humans of New York,Brandon Stanton,4.8,3490,15,2014,Non Fiction,0,8.157943507105037,18
Catching Fire (The Hunger Games),Suzanne Collins,4.7,22614,11,2010,Fiction,1,10.026368681911944,32
Milk and Honey,Rupi Kaur,4.7,17739,8,2018,Non Fiction,0,9.78357725586357,14
The Magnolia Story,Chip Gaines,4.9,7861,5,2016,Non Fiction,0,8.969796305981806,18
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,8,2018,Non Fiction,0,7.827240901752812,82
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,13,2014,Non Fiction,0,10.298026520510739,70
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2012,Non Fiction,0,9.140561477368266,76
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009,7,2013,Non Fiction,0,9.211339872309265,65
First 100 Words,Roger Priddy,4.7,17323,4,2016,Non Fiction,0,9.759848102334518,15
Cutting for Stone,Abraham Verghese,4.6,4866,11,2010,Fiction,1,8.490233009833455,17
"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,4.8,4628,7,2010,Fiction,1,8.44009614103127,59
11/22/63: A Novel,Stephen King,4.6,2052,22,2011,Fiction,1,7.627057417018934,17
The Ballad of Songbirds and Snakes,Suzanne Collins,4.7,37173,14,2020,Fiction,1,10.523364871168297,34
The Girl Who Played with Fire (Millennium),Stieg Larsson,4.7,7251,16,2009,Fiction,1,8.889032571874742,42
Crazy Love: Overwhelmed by a Relentless God,Francis Chan,4.7,1542,14,2011,Non Fiction,0,7.341483852363161,43
The Racketeer,John Grisham,4.3,14493,18,2012,Fiction,1,9.581490049669227,13
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089,8,2019,Fiction,1,9.114930187171524,85
Little Bee: A Novel,Chris Cleave,4.1,1467,10,2010,Fiction,1,7.291656209174461,19
Between the World and Me,Ta-Nehisi Coates,4.7,10070,13,2016,Non Fiction,0,9.217415285648144,24
The Sun and Her Flowers,Rupi Kaur,4.7,5487,9,2017,Non Fiction,0,8.610319169405722,23
Ready Player One: A Novel,Ernest Cline,4.6,22536,12,2018,Fiction,1,10.022913682018666,25
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,2017,Non Fiction,0,10.184560331647974,86
The Wright Brothers,David McCullough,4.7,6169,16,2015,Non Fiction,0,8.727454116899434,19
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,2018,Fiction,1,9.880577100953023,27
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,7,2012,Fiction,1,9.360224821513475,16
Educated: A Memoir,Tara Westover,4.7,28729,15,2018,Non Fiction,0,10.265697151973335,18
The Fault in Our Stars,John Green,4.7,50482,13,2013,Fiction,1,10.829391924926254,22
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2012,Non Fiction,0,8.073402968986406,51
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.6,3163,13,2011,Non Fiction,0,8.059592328887545,60
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,4.5,2313,4,2016,Non Fiction,0,7.746732907753622,113
The Art of Racing in the Rain: A Novel,Garth Stein,4.7,11813,10,2010,Fiction,1,9.37704054786718,38
The Last Lecture,Randy Pausch,4.7,4028,9,2009,Non Fiction,0,8.301273485191347,16
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,16,2018,Non Fiction,0,8.274866820685254,88
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,4,2017,Fiction,1,9.719805070102831,28
Chicka Chicka Boom Boom ,Bill Martin Jr.,4.9,20705,4,2020,Fiction,1,9.938178792326058,24
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,17,2014,Non Fiction,0,9.13701670755734,69
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,26462,10,2020,Non Fiction,0,10.183502809926877,79
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,2017,Non Fiction,0,9.570250078424845,86
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,9,2017,Non Fiction,0,7.513163545234075,64
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,6,2016,Non Fiction,0,9.095714846134879,98
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2012,Non Fiction,0,10.298026520510739,70
My First Learn to Write Workbook,Crystal Radke,4.8,45694,15,2020,Non Fiction,0,10.729744161706302,32
"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)",Charlaine Harris,4.3,1924,8,2010,Fiction,1,7.562681246721884,58
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,16,2011,Non Fiction,0,10.298026520510739,70
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,27,2018,Fiction,1,9.740439071085758,38
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,15921,9,2015,Non Fiction,0,9.675457079648524,85
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,16,2017,Non Fiction,0,8.460834457746854,76
Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904,23,2012,Non Fiction,0,7.552237287560802,34
Humans of New York,Brandon Stanton,4.8,3490,15,2013,Non Fiction,0,8.157943507105037,18
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritualâ€¦",Zhi Gang Sha,4.6,220,17,2013,Non Fiction,0,5.3981627015177525,118
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,4,2013,Non Fiction,0,8.20903626577507,26
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,7,2017,Non Fiction,0,8.905037290767,88
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,18,2018,Non Fiction,0,8.189244525735901,110
Where the Crawdads Sing,Delia Owens,4.8,87841,15,2019,Fiction,1,11.383295025154466,23
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,6,2010,Non Fiction,0,8.073402968986406,51
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,24,2011,Non Fiction,0,9.140561477368266,76
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,6,2019,Non Fiction,0,9.224440496354964,104
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),E L James,4.5,20262,11,2012,Fiction,1,9.91655184186533,106
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098,13,2012,Fiction,1,9.31461029315198,76
"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,6346,9,2011,Non Fiction,0,8.75573753930647,98
Thirteen Reasons Why,Jay Asher,4.5,7932,9,2017,Fiction,1,8.978786553302003,20
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,6,2019,Non Fiction,0,9.477462530462603,92
"Mastering the Art of French Cooking, Vol. 2",Julia Child,4.8,2926,27,2009,Non Fiction,0,7.9817332866918855,43
Tina Fey: Bossypants,Tina Fey,4.3,5977,12,2011,Non Fiction,0,8.695841342843883,20
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,12,2018,Non Fiction,0,10.011848562206193,106
Allegiant,Veronica Roth,3.9,6310,13,2013,Fiction,1,8.75004942158424,9
Divergent / Insurgent,Veronica Roth,4.5,17684,6,2014,Fiction,1,9.780472101639582,21
First 100 Words,Roger Priddy,4.7,17323,4,2017,Non Fiction,0,9.759848102334518,15
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Readingâ€¦",School Zone,4.8,23047,6,2019,Non Fiction,0,10.045334276764365,121
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,2019,Non Fiction,0,9.35452729228868,78
Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677,6,2018,Non Fiction,0,9.523543981658042,43
